escombro,envases,carton,bolsas,electricos,pilas,neumaticos,medicamentos,varios,volumen,dia_semana,mes_anio,hora_dia,latitud,longitud,class
0,1,0,0,0,0,0,0,0,1,1,0.90909090909091,0.73913043478261,0.74360696019883,0.62200568952222,lejos
0,0,0,1,1,0,0,0,0,0.4,0,0.63636363636364,0.82608695652174,0.43526957913081,0.06004572887043,cerca
0,0,0,0,1,0,0,0,1,0,0.83333333333333,0.27272727272727,0.65217391304348,0.71140604017258,0.5696833541595,cerca
1,1,0,0,0,0,0,0,0,0.8,1,0,0.60869565217391,0.54657275922168,0.99057506713104,lejos
0,1,1,0,0,0,1,0,0,0.8,0.33333333333333,0.54545454545455,0.17391304347826,0.15547587073916,0.28611118496267,medio
0,0,0,0,0,1,0,0,1,0.2,1,0.45454545454545,0.1304347826087,0.24782136632476,0.54311009491406,cerca
0,1,1,0,1,0,0,0,0,0.4,0.33333333333333,0,0.8695652173913,0.16381896625617,0.75771674686946,medio
0,0,0,1,1,0,0,0,1,1,0.33333333333333,0.72727272727273,0,0.26916483328097,0.66156647967461,cerca
0,0,1,0,0,0,0,1,0,0,0.66666666666667,0.90909090909091,0.73913043478261,0.44185548158518,0.77303060112204,lejos
0,1,0,0,0,1,1,0,1,0.4,1,0,0.78260869565217,0.3481242321209,0.79249195756793,medio
0,0,0,0,0,0,1,1,0,0.6,0.33333333333333,0.81818181818182,0.08695652173913,0.72369210548872,0.66958232525989,lejos
0,1,1,1,1,0,0,1,0,1,0.66666666666667,0,0.65217391304348,0.30390868310523,0.19320447717541,lejos
0,0,0,1,0,0,1,0,1,0.2,0.83333333333333,0.27272727272727,0.65217391304348,0.5356010171719,0.099805918166609,lejos
1,0,0,1,1,1,1,0,0,0.8,0.16666666666667,0.90909090909091,0.30434782608696,0.79867996228462,0.37292957222233,lejos
0,0,1,0,0,1,0,0,0,0.8,0.5,0.36363636363636,0.73913043478261,0.89323980685161,0.43063568447071,lejos
0,0,0,0,0,0,1,1,0,0.8,0.16666666666667,0.36363636363636,0.95652173913043,0.61968913397523,0.2070028979343,cerca
0,0,0,0,0,0,1,0,0,0.6,0.5,0.63636363636364,0.34782608695652,0.71124889282551,0.54453247547397,cerca
1,0,0,0,0,0,0,0,0,0.4,0.66666666666667,0.90909090909091,0.30434782608696,0.71832052344353,0.049092069231361,medio
0,0,1,0,0,0,1,0,0,0,1,0.45454545454545,0.17391304347826,0.71230606588756,0.25629436630945,lejos
0,0,0,1,1,1,0,1,1,0,0.33333333333333,1,0.39130434782609,0.70666304751565,0.75933852657334,medio
1,0,0,1,0,0,0,0,0,0.2,0.66666666666667,0.90909090909091,0.78260869565217,0.08294522700648,0.75800919894721,medio
0,0,1,0,0,0,1,1,0,0.4,0.5,0,0.1304347826087,0.2110631732335,0.75993672400508,lejos
0,0,0,0,0,1,0,0,0,1,0,0.36363636363636,0.69565217391304,0.95847024200691,0.64401935501018,lejos
0,0,1,0,1,0,1,0,0,0.4,0.33333333333333,0.90909090909091,0.78260869565217,0.25070716306178,0.92759152420701,lejos
0,0,0,0,0,1,1,0,0,0.8,0.16666666666667,0.90909090909091,0.73913043478261,0.16886196748478,0.46947863770513,cerca
1,0,0,0,1,0,0,1,1,0,0.33333333333333,0.27272727272727,0.73913043478261,0.62500357153063,0.57516018397894,lejos
1,1,1,0,0,0,0,0,1,0.6,1,0.45454545454545,0.52173913043478,0.76633618103372,0.11573126312716,lejos
0,0,1,1,1,1,1,0,0,0,0.33333333333333,0.36363636363636,0.73913043478261,0.28962256064458,0.57982612394644,lejos
1,0,0,0,0,0,1,0,0,0,0.5,0,0.21739130434783,0.076816480470859,0.69168904368163,cerca
0,0,1,0,0,1,0,0,0,0.6,1,0.90909090909091,0.65217391304348,0.43559815994744,0.19442745859153,lejos
1,0,0,1,1,0,0,0,1,0.6,0.66666666666667,1,0.60869565217391,0.30202291494042,0.57748650732457,cerca
0,0,0,0,1,0,0,0,0,0.2,0.83333333333333,0.27272727272727,0.47826086956522,0.1642046915626,0.50994337064305,cerca
0,1,0,1,0,0,0,0,1,0.6,0.5,0.63636363636364,0.34782608695652,0.60396011314609,0.86592401563288,lejos
0,0,0,0,0,1,0,0,0,0.2,0.83333333333333,0.72727272727273,0.69565217391304,0.38289665419011,0.75213357083982,cerca
0,1,1,1,0,0,1,0,0,0.8,0.83333333333333,0.90909090909091,0.08695652173913,0.45158433098088,0.79310344827589,lejos
1,1,0,0,1,0,0,0,1,0.4,0.5,0.27272727272727,0.56521739130435,0.52368639103976,0.67707973307098,cerca
0,1,0,0,0,0,0,0,0,0,0.83333333333333,0,0.56521739130435,0.19531986628188,0.27677930502749,lejos
1,0,0,0,1,1,0,1,0,0,0.83333333333333,0.54545454545455,0.1304347826087,0.39332552358639,0.26512110174667,lejos
0,1,0,1,1,1,0,0,1,1,0.83333333333333,0.90909090909091,0.91304347826087,0.72906368753392,0.29422008348173,lejos
0,1,0,1,1,1,1,0,0,0.4,0.83333333333333,0.72727272727273,0.47826086956522,0.41328323666392,0.78367851540693,lejos
0,1,1,0,0,0,0,1,1,1,0,1,0.043478260869565,0.32328066516183,0.042804349559977,lejos
1,1,0,0,1,1,0,0,0,0,0,0.90909090909091,0.52173913043478,0.3359238835395,0.26278148512481,medio
0,0,1,0,1,1,1,0,0,0,0,0.90909090909091,0.39130434782609,0.87453927255065,0.84178342594308,lejos
0,0,0,0,0,1,1,1,1,0.6,0.83333333333333,0.72727272727273,0.95652173913043,0.72012057487355,0.71339696381579,lejos
1,0,0,1,1,0,1,1,0,0.8,0.66666666666667,0.36363636363636,0.60869565217391,0.88928255093001,0.5078164464414,lejos
0,1,0,0,1,1,1,1,0,0,0.83333333333333,0.81818181818182,0.52173913043478,0.61543186948195,0.90912716348062,lejos
1,0,0,0,1,0,1,0,0,0,0,0.36363636363636,0.56521739130435,0.37202491499755,0.60750272512158,lejos
1,0,0,0,1,0,1,1,0,0.4,0,0.81818181818182,0.43478260869565,0.64977570787736,0.46136973918588,lejos
0,0,1,0,0,1,1,1,1,1,0.83333333333333,0.36363636363636,0.21739130434783,0.55173004942999,0.51116635205918,lejos
0,0,1,0,1,0,0,1,1,0,0,0.36363636363636,0.17391304347826,0.31670904882998,0.84554542312504,lejos
0,0,0,0,0,0,0,1,0,0,0.5,0.27272727272727,0.56521739130435,0.43622674933569,0.078510089596628,lejos
1,1,1,0,0,0,0,0,1,0.8,0.83333333333333,0.81818181818182,0.39130434782609,0.20559158833109,0.34149097386541,lejos
0,1,1,1,1,0,1,0,0,0.6,0.16666666666667,0.36363636363636,0.65217391304348,0.47837081059456,0.0019275250578708,lejos
0,0,0,1,0,0,0,0,0,1,0.5,0.72727272727273,0.1304347826087,0.34796708477382,0.86491372663715,lejos
1,0,0,0,0,0,0,0,0,0.8,1,0.27272727272727,0.82608695652174,0.21899197119919,0.63245420466333,lejos
0,0,1,1,0,1,0,0,0,1,0.5,0.45454545454545,0.91304347826087,0.34058115946169,0.47556695823253,lejos
0,0,0,0,1,1,1,1,0,0.4,0.16666666666667,0.54545454545455,0.043478260869565,0.83885253864392,0.59351819849513,lejos
0,0,1,0,1,1,1,0,1,0.2,0.5,0.45454545454545,0.82608695652174,0.49145689876851,0.96531784223531,lejos
0,0,0,1,0,0,0,0,1,0.2,0.16666666666667,1,0.8695652173913,0.13397525643592,0.63377023901304,cerca
1,0,0,0,0,1,0,0,0,0,0.16666666666667,0.45454545454545,0.34782608695652,0.71734906711618,0.42222104059767,medio
1,0,0,0,0,0,0,0,0,0.6,0.16666666666667,0.63636363636364,1,0.33785251007169,0.1978704171431,medio
1,0,0,0,0,0,0,0,0,1,0,0.45454545454545,0.56521739130435,0.5368010514586,0.87728976683594,medio
0,1,0,0,1,0,0,1,1,0.6,1,0.36363636363636,0.47826086956522,0.45428440812593,0.74381197990056,medio
0,0,0,0,0,1,1,0,0,1,0.33333333333333,0,0.043478260869565,0.70470584873851,0.93762794778394,cerca
1,0,0,0,1,0,0,0,1,0.6,0.66666666666667,0.54545454545455,0.17391304347826,0.16250464298981,0.41876478876988,medio
0,0,0,1,1,0,1,1,0,1,1,0.54545454545455,0.47826086956522,0.54224406411612,0.90579055113925,lejos
1,1,1,0,0,0,1,1,0,0,0.5,0.54545454545455,0.34782608695652,0.15943312666076,0.33316938292615,cerca
0,1,0,0,1,0,1,0,1,0,0.66666666666667,0.81818181818182,0.43478260869565,0.2177490785451,0.084079972350037,cerca
0,0,1,1,1,0,0,0,1,0.8,1,0.54545454545455,0.60869565217391,0.64737563930394,0.76267513891471,lejos
0,0,1,0,0,1,0,0,0,0.2,1,0.81818181818182,0.43478260869565,0.46448469956286,0.99158535612696,medio
0,0,1,0,0,0,0,0,1,0.8,0.5,0.81818181818182,0.78260869565217,0.21703477242205,0.37058995560047,medio
0,0,1,0,0,0,1,0,1,1,0.83333333333333,0.90909090909091,0.26086956521739,0.65401868624817,0.048892670087385,lejos
1,1,1,0,0,0,1,0,0,0.8,0.5,0.45454545454545,0.043478260869565,0.38629675133574,0.65355063408933,cerca
0,1,0,0,0,0,0,1,0,0.2,0.66666666666667,0.72727272727273,0.73913043478261,0.77162204634416,0.85983569510547,lejos
0,1,0,0,1,0,0,0,0,1,0.16666666666667,0.54545454545455,0.47826086956522,0.68326237892512,0.85761571796984,lejos
1,0,0,0,1,0,0,0,1,0,0.33333333333333,1,0.34782608695652,0.38248235663873,0.42890755855682,medio
0,0,1,1,0,1,0,1,0,0.6,0.16666666666667,0,0.73913043478261,0.62611788908253,0.063595033631999,lejos
1,1,1,0,0,0,0,1,1,0.2,0.33333333333333,0.90909090909091,0.08695652173913,0.64984713848964,0.080942759152458,lejos
1,1,1,1,0,0,0,0,0,0.4,0.16666666666667,0.54545454545455,0.91304347826087,0.58644532700931,0.23975753064093,medio
0,1,0,0,0,1,1,1,0,0.4,0.5,1,0.47826086956522,0.076159318837704,0.74209714726289,lejos
0,0,0,0,1,0,0,0,0,0.4,1,1,0.60869565217391,0.22943512671789,0.70071517826282,cerca
1,0,0,0,1,1,0,0,1,0.6,0,0.90909090909091,0.8695652173913,0.86756764478984,0.58844016696345,lejos
0,0,1,0,1,1,0,1,0,0,1,0.81818181818182,0.60869565217391,0.34328123660673,0.82333235849311,lejos
1,1,0,1,1,0,1,0,0,1,0.83333333333333,0.63636363636364,0.82608695652174,0.066373324952155,0.71703932151114,lejos
1,0,1,0,0,0,0,0,1,1,0.16666666666667,0.63636363636364,0.08695652173913,0.94618417669072,0.49686278680252,lejos
0,0,1,1,0,0,0,0,1,0,0,0.90909090909091,0.52173913043478,0.88985399582841,0.63681439927684,lejos
0,0,1,0,0,1,1,0,0,0,0.66666666666667,0.27272727272727,0.82608695652174,0.53971542044058,0.71806290378328,lejos
0,0,0,1,0,0,1,0,0,0.6,0.5,0.90909090909091,0.08695652173913,0.20544872710649,0.71368941589335,lejos
0,0,1,0,0,0,0,0,1,0.2,0.33333333333333,0.27272727272727,0.78260869565217,0.50660018857683,0.9035572807274,medio
1,0,0,0,1,0,0,1,0,0.6,1,0.54545454545455,0.17391304347826,0.25223577816507,0.14828649669,lejos
1,1,1,0,0,1,1,0,0,0.8,0.16666666666667,0,0.69565217391304,0.47709934569558,0.5377263180284,medio
0,1,0,1,0,0,1,0,0,0.2,0.33333333333333,1,0.39130434782609,0.36286751050031,0.94117725254569,lejos
0,0,0,1,1,0,0,1,0,0.4,0.33333333333333,0.36363636363636,0.56521739130435,0.69306265893309,0.047363943317466,lejos
0,1,0,1,0,1,0,0,0,0,0,0.36363636363636,0.43478260869565,0.20283436669619,0.80153138542516,cerca
0,0,0,0,0,0,0,1,0,0,0.5,0.54545454545455,0.82608695652174,0.13000371439184,0.49493526174465,lejos
0,0,1,1,1,0,0,0,0,0,0.33333333333333,0.81818181818182,0.043478260869565,0.91478327952223,0.24676308723048,lejos
1,0,0,0,1,0,0,0,0,0.8,0.83333333333333,0.27272727272727,0,0.6278322237778,0.93072873740458,medio
1,0,1,0,0,0,1,0,1,0.2,0.16666666666667,0,0.30434782608696,0.07570216291895,0.69392231409348,lejos
1,1,0,1,0,1,0,0,0,0.6,0.16666666666667,0.63636363636364,0.69565217391304,0.27303637246777,0.63549836492694,cerca
0,0,1,1,1,0,0,0,0,1,1,0.45454545454545,0.26086956521739,0.89573987828221,0.37626618456389,lejos
0,1,0,0,1,1,0,1,0,0.6,1,0.72727272727273,1,0.10267436212466,0.73337675803586,lejos
0,1,1,1,0,0,0,0,1,0,0.66666666666667,0.72727272727273,0.65217391304348,0.43809823137803,0.0018344721240908,lejos
0,0,0,0,1,1,1,1,1,0.6,0.5,0.27272727272727,0.1304347826087,0.42974084973854,0.73905298699909,lejos
0,1,1,0,0,1,1,0,0,0.6,0.5,0.72727272727273,0.39130434782609,0.54894425555015,0.058822747454306,lejos
0,0,0,1,1,0,0,1,0,1,0.16666666666667,1,0.26086956521739,0.4174262121775,0.15030707468165,lejos
0,0,0,0,0,0,0,1,0,1,0.5,0.72727272727273,0.91304347826087,0.89876853624388,0.42525190758505,lejos
0,0,1,0,0,0,0,1,0,0.2,0.66666666666667,0.54545454545455,0.43478260869565,0.48479956570186,0.43175231967664,lejos
0,1,0,0,0,0,0,0,0,0,1,0.27272727272727,0.73913043478261,0.81999485699588,0.59006194666734,lejos
0,0,1,0,1,1,0,0,0,0.2,0.83333333333333,0.63636363636364,0.30434782608696,0.66389039686847,0.41957567862182,cerca
0,0,0,1,0,0,0,1,0,0.6,1,0.27272727272727,0.65217391304348,0.35422440641162,0.30365830962692,lejos
1,1,1,0,0,0,1,1,0,0.6,0.16666666666667,0.27272727272727,0.8695652173913,0.27087916797623,0.76308723047889,cerca
0,0,1,0,0,1,0,1,1,0,1,0.54545454545455,0.52173913043478,0.79276550758592,0.51531385425249,lejos
1,1,1,0,0,1,0,0,0,0.4,0.16666666666667,0.54545454545455,0.043478260869565,0.71723477813653,0.71694626857736,lejos
0,0,0,1,0,0,1,0,1,0.8,1,0.72727272727273,0.69565217391304,0.36395325580732,0.30648977747051,lejos
1,0,0,0,0,1,0,0,0,0.4,0.5,0.63636363636364,0.8695652173913,0.43864110403153,0.00051843777418725,medio
0,0,0,1,0,0,0,1,0,0.2,0.33333333333333,0.27272727272727,1,0.26052172919228,0.076170472974766,lejos
0,0,0,1,0,1,0,0,0,0.2,0.83333333333333,0.90909090909091,0.21739130434783,0.40518300522873,0.10011166352059,medio
1,0,0,0,0,1,1,1,1,0,0.5,0.81818181818182,0.69565217391304,0.65083288093942,0.54168771435414,lejos
0,1,0,1,0,0,0,0,1,0.8,0.16666666666667,0.72727272727273,0.43478260869565,0.8163947541358,0.4185653896259,lejos
0,0,0,0,0,1,0,1,0,0.4,0,0.45454545454545,0.73913043478261,0.22814937569643,0.14686411613009,lejos
0,0,0,1,0,1,0,0,1,0,0.16666666666667,0.63636363636364,0.043478260869565,0.50674304980143,0.40568420492915,cerca
0,0,1,0,0,1,0,0,0,0.4,1,0.54545454545455,0.1304347826087,0.34313837538213,0.22323398824883,medio
0,1,1,0,0,0,0,0,1,0.6,0.33333333333333,0.45454545454545,0.30434782608696,0.81183748107084,0.82008879908533,medio
0,0,1,0,1,0,1,0,0,0.6,0.5,0.54545454545455,0.47826086956522,0.093045515586182,0.40162975566962,lejos
0,1,0,0,1,1,0,0,0,0,0.33333333333333,0.90909090909091,0.043478260869565,0.52158633103801,0.71095100098373,medio
0,0,1,1,0,0,0,1,0,0.4,0,0.90909090909091,0.78260869565217,0.6709620274865,0.79818147980757,lejos
1,1,0,1,0,0,1,0,0,0.2,0.83333333333333,1,0.30434782608696,0.67633360953169,0.6282934091936,lejos
0,1,1,1,1,0,0,0,1,1,0.33333333333333,0.27272727272727,0.73913043478261,0.15250435726733,0.76551990003453,cerca
1,1,1,0,0,0,0,0,1,0.2,0.66666666666667,0.45454545454545,0,0.54510128860824,0.31673889346764,lejos
1,0,0,0,0,0,0,0,0,0.6,0.66666666666667,0.72727272727273,0.65217391304348,0.55491585473869,0.53601148539073,cerca
0,0,0,0,0,0,1,1,0,1,0,0.54545454545455,0.78260869565217,0.6509900282865,0.97231010554863,cerca
0,1,1,0,0,0,0,0,0,0.6,0,0.27272727272727,0.34782608695652,0.47134203834396,0.47292159625669,lejos
1,0,0,1,0,0,0,1,1,0.8,0.33333333333333,0,0.47826086956522,0.15123289236835,0.47241645175873,lejos
0,1,0,0,1,0,0,1,0,1,0.66666666666667,0.81818181818182,0.56521739130435,0.48358524529273,0.15628904899905,lejos
0,0,0,0,0,0,0,1,0,0.8,1,0.90909090909091,0.60869565217391,0.74524986428181,0.32171057878931,lejos
1,0,0,0,0,0,0,0,0,0.8,0.5,0.36363636363636,0.56521739130435,0.88093945541299,0.81439927684569,lejos
0,1,0,0,0,0,0,1,1,0.2,0.66666666666667,0.63636363636364,0.52173913043478,0.31000885739591,0.70304150160846,lejos
0,1,1,0,0,0,0,1,0,0.2,0.83333333333333,0,0.08695652173913,0.93969827709362,0.3477786935368,lejos
0,0,1,0,0,0,0,0,0,0.6,0.83333333333333,0.63636363636364,0.39130434782609,0.65239006828766,0.40071251960767,medio
0,1,0,0,1,0,0,0,0,0,0.5,0.81818181818182,0.91304347826087,0.88483956684475,0.45760774200411,lejos
1,0,0,1,0,1,0,1,1,1,0,0.81818181818182,0.26086956521739,0.35126717906227,0.66419854837423,lejos
1,1,0,1,0,1,0,0,1,0.8,0.5,0.45454545454545,0.47826086956522,0.27033629532273,0.31856007231551,cerca
0,0,0,0,1,0,1,1,0,0,0.5,0.36363636363636,0.17391304347826,0.35595302722936,0.30598463297255,medio
0,1,0,0,0,1,0,0,0,0,0.33333333333333,1,0.17391304347826,0.2365496157033,0.13073937202557,lejos
1,0,1,1,1,1,0,0,0,0.4,0,1,0.91304347826087,0.67660504585842,0.24604525031232,lejos
0,1,0,0,1,1,0,1,0,0.6,0.16666666666667,0.63636363636364,0,0.1874482128061,0.21044585648586,lejos
0,0,0,0,1,1,0,0,0,0.6,0.66666666666667,0.90909090909091,0.17391304347826,0.37921083459528,0.079613431526328,cerca
0,0,0,0,0,1,0,0,0,0.4,0,0,0.56521739130435,0.5335295294151,0.37221173530436,medio
0,0,1,1,0,1,0,0,0,0.8,0.16666666666667,1,0.52173913043478,0.17130489442558,0.70375933852662,lejos
0,1,0,1,1,1,0,0,1,0.6,1,0.90909090909091,0.60869565217391,0.80299437126775,0.23651397123335,lejos
0,1,0,0,0,1,1,0,0,1,0,0.63636363636364,0.78260869565217,0.11421754907284,0.20375933852653,lejos
1,0,1,0,0,0,0,0,0,0.2,0,0.63636363636364,1,0.63134660990312,0.26775317044648,cerca
0,1,0,0,1,1,0,0,0,0.8,0.5,1,0.30434782608696,0.89015400440009,0.67120410496378,lejos
0,1,0,0,0,0,0,0,0,0,0,0.63636363636364,0.30434782608696,0.21130603731533,0.17698668013711,lejos
0,1,0,0,0,0,0,0,0,0,0.83333333333333,0.63636363636364,0.1304347826087,0.43439812566073,0.90548480578527,medio
0,0,0,0,0,0,1,1,0,0.6,1,1,1,0.11534615274723,0.54705819796339,lejos
0,1,1,0,0,0,0,0,0,0,0.5,0.27272727272727,0.08695652173913,0.97474213548956,0.61562491691706,lejos
0,1,0,0,0,0,0,0,0,1,0.5,0.81818181818182,0.95652173913043,0.18774822137773,0.75993672400508,lejos
0,0,0,1,0,0,0,0,0,0,0.66666666666667,0.72727272727273,0.91304347826087,0.348809965999,0.38874857097287,lejos
0,1,0,0,0,0,1,0,0,0.6,0.16666666666667,0.72727272727273,0.043478260869565,0.61156033029515,0.13874192433462,medio
1,0,1,1,1,0,0,1,0,0.8,0.66666666666667,0.54545454545455,0.17391304347826,0.44292694076972,0.29057772578638,lejos
0,1,1,0,0,1,1,0,1,0.8,0.66666666666667,0.54545454545455,0.82608695652174,0.53215806165889,0.7585276367214,medio
1,0,0,0,0,0,0,0,0,0,1,0.36363636363636,0.30434782608696,0.8920397725649,0.70659080637022,lejos
1,0,1,1,0,0,1,0,1,0.4,1,0,0.78260869565217,0.23597817080489,0.10892510568159,lejos
0,0,0,0,0,1,0,0,0,0.6,0.16666666666667,0.63636363636364,0.52173913043478,0.082973799251431,0.21795655757318,medio
0,0,1,1,0,1,0,1,0,0.2,0,0.27272727272727,0.43478260869565,0.60687448212806,0.99036237471083,lejos
